filename,longitude,latitude
20251126_181125.jpg,168.3124329,-17.731849099999998
20251126_181127.jpg,168.3102675638889,-17.741329516666667
20251126_181129.jpg,168.31021626666669,-17.74137664722222
20251126_181131.jpg,168.31017479722223,-17.741384216666667
20251126_181133.jpg,168.31010125,-17.741409722222222
20251126_181135.jpg,168.31003764722223,-17.741434397222225
20251126_181137.jpg,168.30997855555557,-17.74145545
20251126_181139.jpg,168.3099096138889,-17.741476583333334
20251126_181141.jpg,168.30983158333333,-17.741505230555557
20251126_181143.jpg,168.30976230555558,-17.741536380555555
20251126_181144.jpg,168.30969930555557,-17.741568516666668
20251126_181146.jpg,168.3096333,-17.7415959
20251126_181148.jpg,168.30958105555555,-17.74162088888889
20251126_181150.jpg,168.30955318055555,-17.74163264722222
20251126_181152.jpg,168.30949263055555,-17.74166226388889
20251126_181154.jpg,168.30940554722224,-17.741707283333334
20251126_181156.jpg,168.30934463333335,-17.7417328
20251126_181158.jpg,168.3092876138889,-17.74175188888889
20251126_181200.jpg,168.3092308888889,-17.741777555555558
20251126_181202.jpg,168.30917783333334,-17.741805483333334
20251126_181203.jpg,168.30912422222224,-17.741833883333335
20251126_181205.jpg,168.30909791666667,-17.741848530555558
20251126_181213.jpg,168.3088618138889,-17.741981483333333
20251126_181915.jpg,168.3124329,-17.731849099999998
20251126_181917.jpg,168.3124329,-17.731849099999998
20251126_181919.jpg,168.3124329,-17.731849099999998
20251126_182320.jpg,168.29900585,-17.74541836666667
20251126_182322.jpg,168.29899536388888,-17.745414480555556
20251126_182324.jpg,168.29897644722223,-17.745412383333335
20251126_182326.jpg,168.29896239722223,-17.74541011666667
20251126_182328.jpg,168.29895758333333,-17.745410566666667
20251126_182330.jpg,168.29895453055556,-17.745416430555558
20251126_182458.jpg,168.29922561666666,-17.745374947222224
20251126_182500.jpg,168.2992532,-17.745302305555555
20251126_182502.jpg,168.29924511666667,-17.74530825
20251126_182504.jpg,168.29924089722223,-17.74531186666667
20251126_182506.jpg,168.29923011666668,-17.745337213888888
20251126_182947.jpg,168.2989378888889,-17.745443383333335
20251126_182950.jpg,168.29893098333332,-17.74547019722222
20251126_183142.jpg,168.29872503333334,-17.74592205
20251126_183144.jpg,168.29872001666666,-17.745936147222224
